Table Name,web component,schema,record type,record sub_type,purpose,included in beta,FK - On Creation,indexing stradegy,Constraints,On Delete Behavior,record creation trigger,table trigger creation,table trigger record,on creation,on delete,data migration notes,audit requirements
sales_drives ,,"""sales_drives""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_drives""        ""name""        ""character varying""        ""NO""        
""sales_drives""        ""description""        ""text""        ""YES""        
""sales_drives""        ""drive_type_id""        ""uuid""        ""YES""        
""sales_drives""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""sales_drives""        ""start_date""        ""date""        ""YES""        
""sales_drives""        ""target_date""        ""date""        ""YES""        
""sales_drives""        ""progress""        ""numeric""        ""YES""        
""sales_drives""        ""owner_id""        ""uuid""        ""YES""        
""sales_drives""        ""collection_id""        ""uuid""        ""YES""        
""sales_drives""        ""is_archived""        ""boolean""        ""YES""        ""false""
""sales_drives""        ""metadata""        ""jsonb""        ""YES""        
""sales_drives""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_drives""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",entities,workflows,drives organzie a pattern of buckets,yes,null,sales_drives_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
sales_engine_item_types,,"""sales_engine_item_types""        ""id""        ""uuid""        ""NO""        
""sales_engine_item_types""        ""name""        ""character varying""        ""NO""        
""sales_engine_item_types""        ""description""        ""text""        ""YES""        
""sales_engine_item_types""        ""category""        ""character varying""        ""YES""        
""sales_engine_item_types""        ""created_at""        ""timestamp without time zone""        ""NO""        
""sales_engine_item_types""        ""updated_at""        ""timestamp without time zone""        ""NO""        
""sales_engine_item_zones""        ""id""        ""uuid""        ""NO""        
""sales_engine_item_zones""        ""item_id""        ""uuid""        ""YES""        
""sales_engine_item_zones""        ""zone_id""        ""uuid""        ""NO""        
""sales_engine_item_zones""        ""price""        ""numeric""        ""NO""        
""sales_engine_item_zones""        ""cost""        ""numeric""        ""YES""        
""sales_engine_item_zones""        ""margin""        ""numeric""        ""YES""        
""sales_engine_item_zones""        ""price_multiplier""        ""numeric""        ""YES""        ""1.0""
""sales_engine_item_zones""        ""created_at""        ""timestamp without time zone""        ""NO""        
""sales_engine_item_zones""        ""updated_at""        ""timestamp without time zone""        ""NO""        ",identification,estimate/financial items - dynamic,"Categorizes different types of items that can be sold through the sales engine, fundamental to salesBlanket's estimate and pricing system.",,null,sales_engine_item_types_pkey,"CHECK (created_at IS NOT NULL), CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), CHECK (updated_at IS NOT NULL), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (id), NOT NULL (name), NOT NULL (updated_at)",,,,,,,,
sales_engine_item_zones,,"""sales_engine_item_zones""        ""id""        ""uuid""        ""NO""        
""sales_engine_item_zones""        ""item_id""        ""uuid""        ""YES""        
""sales_engine_item_zones""        ""zone_id""        ""uuid""        ""NO""        
""sales_engine_item_zones""        ""price""        ""numeric""        ""NO""        
""sales_engine_item_zones""        ""cost""        ""numeric""        ""YES""        
""sales_engine_item_zones""        ""margin""        ""numeric""        ""YES""        
""sales_engine_item_zones""        ""price_multiplier""        ""numeric""        ""YES""        ""1.0""
""sales_engine_item_zones""        ""created_at""        ""timestamp without time zone""        ""NO""        
""sales_engine_item_zones""        ""updated_at""        ""timestamp without time zone""        ""NO""        ",geo spacial entities,control what sales/objects are avaiable by zones.  ,granule control - orginal integration will be with google sheets for consumption,no,sales_engine_item_zones_item_id_fkey: item_id → sales_engine_items.id,sales_engine_item_zones_pkey,"CHECK (created_at IS NOT NULL), CHECK (id IS NOT NULL), CHECK (price IS NOT NULL), CHECK (updated_at IS NOT NULL), CHECK (zone_id IS NOT NULL), FOREIGN KEY (item_id) REFERENCES sales_engine_items(id), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (id), NOT NULL (price), NOT NULL (updated_at), NOT NULL (zone_id)",,,,,,,,
sales_engine_items,,"""sales_engine_items""        ""id""        ""uuid""        ""NO""        
""sales_engine_items""        ""name""        ""character varying""        ""NO""        
""sales_engine_items""        ""description""        ""text""        ""YES""        
""sales_engine_items""        ""unit""        ""character varying""        ""NO""        
""sales_engine_items""        ""is_active""        ""boolean""        ""YES""        ""true""
""sales_engine_items""        ""display_type""        ""character varying""        ""NO""        
""sales_engine_items""        ""item_type_id""        ""uuid""        ""NO""        
""sales_engine_items""        ""primary_photo_id""        ""uuid""        ""YES""        
""sales_engine_items""        ""created_by""        ""uuid""        ""NO""        
""sales_engine_items""        ""metadata""        ""jsonb""        ""YES""        
""sales_engine_items""        ""created_at""        ""timestamp without time zone""        ""NO""        
""sales_engine_items""        ""updated_at""        ""timestamp without time zone""        ""NO""        
""sales_engine_items""        ""form_definition_id""        ""uuid""        ""YES""        
""sales_engine_items""        ""form_version""        ""integer""        ""YES""        ",data,estimate/financial items - dynamic,this runs bidPerfect,no,null,sales_engine_items_pkey,"CHECK (created_at IS NOT NULL), CHECK (created_by IS NOT NULL), CHECK (display_type IS NOT NULL), CHECK (id IS NOT NULL), CHECK (item_type_id IS NOT NULL), CHECK (name IS NOT NULL), CHECK (unit IS NOT NULL), CHECK (updated_at IS NOT NULL), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (created_by), NOT NULL (display_type), NOT NULL (id), NOT NULL (item_type_id), NOT NULL (name), NOT NULL (unit), NOT NULL (updated_at)",,,,,,,,
sales_stop_settings,,"""sales_stop_settings""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_stop_settings""        ""stop_id""        ""uuid""        ""YES""        
""sales_stop_settings""        ""visibility_rules""        ""jsonb""        ""YES""        
""sales_stop_settings""        ""display_order""        ""integer""        ""YES""        
""sales_stop_settings""        ""color""        ""character varying""        ""YES""        
""sales_stop_settings""        ""icon""        ""character varying""        ""YES""        
""sales_stop_settings""        ""is_archived""        ""boolean""        ""YES""        ""false""
""sales_stop_settings""        ""metadata""        ""jsonb""        ""YES""        
""sales_stop_settings""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_stop_settings""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",settings,settings,settings,no,null,sales_stop_settings_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,UI Created,activity log,,,,,
sales_stop_touchpoint_assignments,,"""sales_stop_touchpoint_assignments""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_stop_touchpoint_assignments""        ""stop_type_id""        ""uuid""        ""YES""        
""sales_stop_touchpoint_assignments""        ""description""        ""text""        ""YES""        
""sales_stop_touchpoint_assignments""        ""is_active""        ""boolean""        ""YES""        ""true""
""sales_stop_touchpoint_assignments""        ""color""        ""character varying""        ""YES""        
""sales_stop_touchpoint_assignments""        ""icon""        ""character varying""        ""YES""        
""sales_stop_touchpoint_assignments""        ""metadata""        ""jsonb""        ""YES""        
""sales_stop_touchpoint_assignments""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_stop_touchpoint_assignments""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_stop_touchpoint_assignments""        ""touchpoint_id""        ""uuid""        ""YES""        
""sales_stop_touchpoint_assignments""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""",workflows,touchpoints are assigned to buckets here ,"core structure - when entities are updated with actions we assign those actions as a touchpioint, when it is satisfied the entity moves to the next touchpoint - potentially shifting buckets, drives or tracks",yes,null,sales_stop_touchpoint_assignments_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,entity workflow - user or system,,,,,,
sales_stop_types,,"""sales_stop_types""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_stop_types""        ""stop_name""        ""character varying""        ""NO""        
""sales_stop_types""        ""description""        ""text""        ""YES""        
""sales_stop_types""        ""is_active""        ""boolean""        ""YES""        ""true""
""sales_stop_types""        ""color""        ""character varying""        ""YES""        
""sales_stop_types""        ""settings""        ""jsonb""        ""YES""        
""sales_stop_types""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_stop_types""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",identification,workflows,bucket identification - custom to your workflow,yes,null,sales_stop_types_pkey,"CHECK (id IS NOT NULL), CHECK (stop_name IS NOT NULL), PRIMARY KEY (id), NOT NULL (stop_name)",,UI created,,,,,,
sales_stops,"BucketView, BucketDragDrop components; Visualizes buckets in workflow; Allows drag-and-drop of entities between buckets; Shows entity count and status","""sales_stops""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_stops""        ""name""        ""character varying""        ""NO""        
""sales_stops""        ""description""        ""text""        ""YES""        
""sales_stops""        ""stop_type_id""        ""uuid""        ""YES""        
""sales_stops""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""sales_stops""        ""order_index""        ""integer""        ""YES""        
""sales_stops""        ""color""        ""character varying""        ""YES""        
""sales_stops""        ""icon""        ""character varying""        ""YES""        
""sales_stops""        ""is_default""        ""boolean""        ""YES""        ""false""
""sales_stops""        ""is_system""        ""boolean""        ""YES""        ""false""
""sales_stops""        ""workflow_id""        ""uuid""        ""YES""        
""sales_stops""        ""metadata""        ""jsonb""        ""YES""        
""sales_stops""        ""created_by""        ""uuid""        ""YES""        
""sales_stops""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_stops""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",worfklow entities,"entities are filtered to the buckets through the tracks, drives, to the bucket.  buckets contain touchpoints.  touchpoints are assigned to entities when need touch for work done",organizational workflow tool,yes,null,sales_stops_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
sales_track_departments,,"""sales_track_departments""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_track_departments""        ""track_id""        ""uuid""        ""NO""        
""sales_track_departments""        ""department_id""        ""uuid""        ""NO""        
""sales_track_departments""        ""access_level""        ""character varying""        ""YES""        ""'VIEWER'::character varying""
""sales_track_departments""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_track_departments""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",,,,,null,sales_track_departments_pkey,"CHECK (department_id IS NOT NULL), CHECK (id IS NOT NULL), CHECK (track_id IS NOT NULL), PRIMARY KEY (id), NOT NULL (department_id), NOT NULL (track_id)",,,,,,,,
sales_track_drives,,"""sales_track_drives""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_track_drives""        ""track_id""        ""uuid""        ""NO""        
""sales_track_drives""        ""drive_id""        ""uuid""        ""NO""        
""sales_track_drives""        ""position""        ""integer""        ""YES""        
""sales_track_drives""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""sales_track_drives""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_track_drives""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",joining_tables,,"Links sales tracks to drives, defining the path that drives can follow within the sales process.",,null,sales_track_drives_pkey,"CHECK (drive_id IS NOT NULL), CHECK (id IS NOT NULL), CHECK (track_id IS NOT NULL), PRIMARY KEY (id), NOT NULL (drive_id), NOT NULL (track_id)",,,,,,,,
sales_track_types,,"""sales_track_types""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_track_types""        ""name""        ""character varying""        ""NO""        
""sales_track_types""        ""description""        ""text""        ""YES""        
""sales_track_types""        ""icon""        ""character varying""        ""YES""        
""sales_track_types""        ""color""        ""character varying""        ""YES""        
""sales_track_types""        ""is_active""        ""boolean""        ""YES""        ""true""
""sales_track_types""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_track_types""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",identification,workflows,"Categorizes different sales process tracks, supporting the salesBlanket system of salesDrives, salesTracks, and salesStops.",,null,sales_track_types_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
sales_tracks,,"""sales_tracks""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""sales_tracks""        ""name""        ""character varying""        ""NO""        
""sales_tracks""        ""description""        ""text""        ""YES""        
""sales_tracks""        ""track_type_id""        ""uuid""        ""YES""        
""sales_tracks""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""sales_tracks""        ""order_index""        ""integer""        ""YES""        
""sales_tracks""        ""is_default""        ""boolean""        ""YES""        ""false""
""sales_tracks""        ""metadata""        ""jsonb""        ""YES""        
""sales_tracks""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_tracks""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""
""sales_tracks""        ""department_id""        ""uuid""        ""YES""        ",entities,workflows,"entities - especially leads AKA opportunities, addresses, and contacts all drive on the track to success!",yes,null,sales_tracks_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
saved_filters,,"""saved_filters""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""saved_filters""        ""name""        ""character varying""        ""NO""        
""saved_filters""        ""description""        ""text""        ""YES""        
""saved_filters""        ""entity_type_id""        ""uuid""        ""YES""        
""saved_filters""        ""filter_definition""        ""jsonb""        ""NO""        
""saved_filters""        ""is_global""        ""boolean""        ""YES""        ""false""
""saved_filters""        ""created_by""        ""uuid""        ""YES""        
""saved_filters""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""saved_filters""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",entity management,workflows,"preset filters for tracks, drives, buckets, and touchpoints",yes,"saved_filters_created_by_fkey: created_by → users.id
saved_filters_entity_type_id_fkey: entity_type_id → entity_types.id",saved_filters_pkey,"CHECK (filter_definition IS NOT NULL), CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), FOREIGN KEY (created_by) REFERENCES users(id), FOREIGN KEY (entity_type_id) REFERENCES entity_types(id), PRIMARY KEY (id), NOT NULL (filter_definition), NOT NULL (name)",,,,,,,,
social_media_interactions,,"""social_media_interactions""        ""id""        ""uuid""        ""NO""        
""social_media_interactions""        ""platform""        ""character varying""        ""NO""        
""social_media_interactions""        ""interaction_type""        ""character varying""        ""NO""        
""social_media_interactions""        ""platform_user_id""        ""character varying""        ""YES""        
""social_media_interactions""        ""content""        ""text""        ""YES""        
""social_media_interactions""        ""digital_lead_id""        ""uuid""        ""YES""        
""social_media_interactions""        ""metadata""        ""jsonb""        ""YES""        
""social_media_interactions""        ""created_at""        ""timestamp without time zone""        ""NO""        ",marketing,,Records interactions from social media platforms that may lead to lead generation or customer engagement.,,social_media_interactions_digital_lead_id_fkey: digital_lead_id → digital_leads.id,social_media_interactions_pkey,"CHECK (created_at IS NOT NULL), CHECK (id IS NOT NULL), CHECK (interaction_type IS NOT NULL), CHECK (platform IS NOT NULL), FOREIGN KEY (digital_lead_id) REFERENCES digital_leads(id), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (id), NOT NULL (interaction_type), NOT NULL (platform)",,,,,,,,
streets,,"""streets""        ""id""        ""uuid""        ""NO""        
""streets""        ""name""        ""character varying""        ""NO""        
""streets""        ""suffix""        ""character varying""        ""YES""        
""streets""        ""city""        ""character varying""        ""YES""        
""streets""        ""state""        ""character varying""        ""YES""        
""streets""        ""zip_code""        ""character varying""        ""YES""        
""streets""        ""geometry_data""        ""USER-DEFINED""        ""YES""        
""streets""        ""is_active""        ""boolean""        ""YES""        ""true""
""streets""        ""metadata""        ""jsonb""        ""YES""        
""streets""        ""created_at""        ""timestamp with time zone""        ""YES""        
""streets""        ""updated_at""        ""timestamp with time zone""        ""YES""        ",geo spacial entities,neighborhoods,used to organize a street of addresses for a team to sell,no,null,streets_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (id), NOT NULL (name)",,,,,On creation: Check for matching neighborhood,,,
team_goals,,"""team_goals""        ""id""        ""uuid""        ""NO""        
""team_goals""        ""team_id""        ""uuid""        ""YES""        
""team_goals""        ""title""        ""character varying""        ""NO""        
""team_goals""        ""description""        ""text""        ""YES""        
""team_goals""        ""goal_type""        ""character varying""        ""YES""        
""team_goals""        ""target_value""        ""numeric""        ""YES""        
""team_goals""        ""current_value""        ""numeric""        ""YES""        
""team_goals""        ""start_date""        ""date""        ""YES""        
""team_goals""        ""target_date""        ""date""        ""YES""        
""team_goals""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""team_goals""        ""priority""        ""integer""        ""YES""        
""team_goals""        ""parent_goal_id""        ""uuid""        ""YES""        
""team_goals""        ""created_by""        ""uuid""        ""NO""        
""team_goals""        ""created_at""        ""timestamp without time zone""        ""NO""        
""team_goals""        ""updated_at""        ""timestamp without time zone""        ""NO""        ",goals,sales management,team goals for canvassing / closer teams,yes,null,team_goals_pkey,"CHECK (created_at IS NOT NULL), CHECK (created_by IS NOT NULL), CHECK (id IS NOT NULL), CHECK (title IS NOT NULL), CHECK (updated_at IS NOT NULL), PRIMARY KEY (id), NOT NULL (created_at), NOT NULL (created_by), NOT NULL (id), NOT NULL (title), NOT NULL (updated_at)",,,,,,,,
team_members,,"""team_members""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""team_members""        ""team_id""        ""uuid""        ""YES""        
""team_members""        ""user_id""        ""uuid""        ""YES""        
""team_members""        ""joined_at""        ""timestamp with time zone""        ""YES""        ""now()""
""team_members""        ""metadata""        ""jsonb""        ""YES""        ",organizational,assign users to a team to grant additional views,can be used with geo spacial neighborhoods and streets,yes,team_members_team_id_fkey: team_id → teams.id,"team_members_team_id_user_id_key, team_members_pkey","CHECK (id IS NOT NULL), PRIMARY KEY (id), UNIQUE (team_id), UNIQUE (user_id)",,,,,,,,
team_neighborhoods,,"""team_neighborhoods""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""team_neighborhoods""        ""team_id""        ""uuid""        ""YES""        
""team_neighborhoods""        ""neighborhood_id""        ""uuid""        ""YES""        
""team_neighborhoods""        ""start_date""        ""date""        ""YES""        
""team_neighborhoods""        ""end_date""        ""date""        ""YES""        
""team_neighborhoods""        ""priority""        ""integer""        ""YES""        
""team_neighborhoods""        ""metadata""        ""jsonb""        ""YES""        
""team_neighborhoods""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""team_neighborhoods""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",organizational,assignments,,,null,team_neighborhoods_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,,,,,,,
team_settings,,"""team_settings""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""team_settings""        ""team_id""        ""uuid""        ""YES""        
""team_settings""        ""settings""        ""jsonb""        ""YES""        
""team_settings""        ""notification_preferences""        ""jsonb""        ""YES""        
""team_settings""        ""display_preferences""        ""jsonb""        ""YES""        
""team_settings""        ""ai_features_enabled""        ""boolean""        ""YES""        ""false""
""team_settings""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""team_settings""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",settings,settings,settings,no,null,team_settings_pkey,"CHECK (id IS NOT NULL), PRIMARY KEY (id)",,,,,,,,
teams,,"""teams""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""teams""        ""name""        ""character varying""        ""NO""        
""teams""        ""team_leader_user_id""        ""uuid""        ""YES""        
""teams""        ""district_id""        ""uuid""        ""YES""        
""teams""        ""description""        ""text""        ""YES""        
""teams""        ""status""        ""character varying""        ""YES""        ""'ACTIVE'::character varying""
""teams""        ""boundaries""        ""jsonb""        ""YES""        
""teams""        ""geo_json""        ""USER-DEFINED""        ""YES""        
""teams""        ""color""        ""character varying""        ""YES""        
""teams""        ""opacity""        ""numeric""        ""YES""        
""teams""        ""line_width""        ""integer""        ""YES""        
""teams""        ""metadata""        ""jsonb""        ""YES""        
""teams""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""teams""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""
""teams""        ""is_active""        ""boolean""        ""NO""        ""true""",organizational entities,entity that holds the record of the team ,set your team status to active or not,,null,teams_pkey,"CHECK (id IS NOT NULL), CHECK (is_active IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
touchpoint_achievements,,"""touchpoint_achievements""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""touchpoint_achievements""        ""touchpoint_code_id""        ""uuid""        ""YES""        
""touchpoint_achievements""        ""achievement_type_id""        ""uuid""        ""YES""        
""touchpoint_achievements""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""touchpoint_achievements""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",tracking,touchpoints,,,"touchpoint_achievements_achievement_type_id_fkey: achievement_type_id → entity_achievement_types.id
touchpoint_achievements_touchpoint_code_id_fkey: touchpoint_code_id → touchpoint_types.id",touchpoint_achievements_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (achievement_type_id) REFERENCES entity_achievement_types(id), FOREIGN KEY (touchpoint_code_id) REFERENCES touchpoint_types(id), PRIMARY KEY (id)",,,,,,,,
touchpoint_applicable_entities,,"""touchpoint_applicable_entities""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""touchpoint_applicable_entities""        ""touchpoint_code_id""        ""uuid""        ""YES""        
""touchpoint_applicable_entities""        ""entity_type_id""        ""uuid""        ""YES""        
""touchpoint_applicable_entities""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""",view access,defines what touchpoints can be applied to which entity types,fully custom,yes,"touchpoint_applicable_entities_entity_type_id_fkey: entity_type_id → entity_types.id
touchpoint_applicable_entities_touchpoint_code_id_fkey: touchpoint_code_id → touchpoint_types.id",touchpoint_applicable_entities_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (entity_type_id) REFERENCES entity_types(id), FOREIGN KEY (touchpoint_code_id) REFERENCES touchpoint_types(id), PRIMARY KEY (id)",,,,,,,,
touchpoint_types,,"""touchpoint_types""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""touchpoint_types""        ""name""        ""character varying""        ""NO""        
""touchpoint_types""        ""description""        ""text""        ""YES""        
""touchpoint_types""        ""icon""        ""character varying""        ""YES""        
""touchpoint_types""        ""color""        ""character varying""        ""YES""        
""touchpoint_types""        ""default_follow_up_days""        ""integer""        ""YES""        
""touchpoint_types""        ""is_active""        ""boolean""        ""YES""        ""true""
""touchpoint_types""        ""requires_task""        ""boolean""        ""YES""        ""false""
""touchpoint_types""        ""no_show""        ""boolean""        ""YES""        ""false""
""touchpoint_types""        ""display_config""        ""jsonb""        ""YES""        
""touchpoint_types""        ""is_team_visible""        ""boolean""        ""YES""        ""false""
""touchpoint_types""        ""settings""        ""jsonb""        ""YES""        
""touchpoint_types""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""touchpoint_types""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",identification,workflows,"Defines different types of customer interactions or ""touchpoints,"" supporting salesBlanket's customer engagement tracking.",,null,touchpoint_types_pkey,"CHECK (id IS NOT NULL), CHECK (name IS NOT NULL), PRIMARY KEY (id), NOT NULL (name)",,,,,,,,
touchpoints,,"""touchpoints""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""touchpoints""        ""entity_type_id""        ""uuid""        ""YES""        
""touchpoints""        ""address_id""        ""uuid""        ""YES""        
""touchpoints""        ""contact_id""        ""uuid""        ""YES""        
""touchpoints""        ""opportunity_id""        ""uuid""        ""YES""        
""touchpoints""        ""user_id""        ""uuid""        ""YES""        
""touchpoints""        ""zone_id""        ""uuid""        ""YES""        
""touchpoints""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""touchpoints""        ""is_automated""        ""boolean""        ""YES""        ""false""",entities,workflows,"key accomplishments to move entities from one bucket to another, potentially driving the lead to another track.",yes,"touchpoints_address_id_fkey: address_id → addresses.id
touchpoints_contact_id_fkey: contact_id → contacts.id
touchpoints_entity_type_id_fkey: entity_type_id → entity_types.id
touchpoints_opportunity_id_fkey: opportunity_id → opportunities.id
touchpoints_user_id_fkey: user_id → users.id
touchpoints_zone_id_fkey: zone_id → zones.id",touchpoints_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (address_id) REFERENCES addresses(id), FOREIGN KEY (contact_id) REFERENCES contacts(id), FOREIGN KEY (entity_type_id) REFERENCES entity_types(id), FOREIGN KEY (opportunity_id) REFERENCES opportunities(id), FOREIGN KEY (user_id) REFERENCES users(id), FOREIGN KEY (zone_id) REFERENCES zones(id), PRIMARY KEY (id)",,,,,,,,
user_analytics,,"""user_analytics""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""user_analytics""        ""user_id""        ""uuid""        ""YES""        
""user_analytics""        ""entity_id""        ""uuid""        ""YES""        
""user_analytics""        ""action""        ""character varying""        ""NO""        
""user_analytics""        ""occurred_at""        ""timestamp with time zone""        ""YES""        ""now()""
""user_analytics""        ""ip_address""        ""character varying""        ""YES""        
""user_analytics""        ""device""        ""jsonb""        ""YES""        
""user_analytics""        ""geo""        ""jsonb""        ""YES""        
""user_analytics""        ""meta""        ""jsonb""        ""YES""        
""user_analytics""        ""perf""        ""jsonb""        ""YES""        ",tracking,ai ML model will be learning sales rep behavior to imrove analytics,,,user_analytics_user_id_fkey: user_id → users.id,"idx_analytics_entity, user_analytics_pkey, idx_analytics_user_time, idx_analytics_meta, idx_analytics_device, idx_analytics_ip","CHECK ((jsonb_typeof(device) = 'object'::text)), CHECK ((jsonb_typeof(geo) = 'object'::text)), CHECK ((jsonb_typeof(meta) = 'object'::text)), CHECK (action IS NOT NULL), CHECK (id IS NOT NULL), FOREIGN KEY (user_id) REFERENCES users(id), PRIMARY KEY (id), NOT NULL (action)",,,,,,,,
user_filters,,"""user_filters""        ""id""        ""uuid""        ""NO""        ""uuid_generate_v4()""
""user_filters""        ""user_id""        ""uuid""        ""YES""        
""user_filters""        ""filter_id""        ""uuid""        ""YES""        
""user_filters""        ""is_favorite""        ""boolean""        ""YES""        ""false""
""user_filters""        ""last_used""        ""timestamp with time zone""        ""YES""        
""user_filters""        ""created_at""        ""timestamp with time zone""        ""YES""        ""now()""
""user_filters""        ""updated_at""        ""timestamp with time zone""        ""YES""        ""now()""",filters,workflows,user can preset filters,no - second release,"user_filters_filter_id_fkey: filter_id → saved_filters.id
user_filters_user_id_fkey: user_id → users.id",user_filters_pkey,"CHECK (id IS NOT NULL), FOREIGN KEY (filter_id) REFERENCES saved_filters(id), FOREIGN KEY (user_id) REFERENCES users(id), PRIMARY KEY (id)",,,,,,,,
